"","rank","name","platform","year","genre","publisher","na_sales","eu_sales","jp_sales","other_sales","global_sales","platform_exclusive"
"3160",3211,"Mobile Suit Z Gundam: AEUG vs. Titans","PS2","2003","Fighting","Namco Bandai Games",0,0,0.63,0,0.63,"Exclusive"
"3161",3212,"Just Dance 3","PS3","2011","Misc","Ubisoft",0.33,0.21,0,0.09,0.63,"Non-exclusive"
"3162",3213,"Call of Duty: Black Ops","DS","2010","Shooter","Activision",0.54,0.05,0,0.04,0.63,"Non-exclusive"
"3163",3214,"God of War III","PS4","2015","Action","Sony Computer Entertainment",0.23,0.29,0.01,0.1,0.63,"Non-exclusive"
"3164",3215,"Ape Escape 2","PS2","2002","Platform","Sony Computer Entertainment",0.12,0.09,0.38,0.03,0.63,"Exclusive"
"3165",3216,"Metroid Prime: Trilogy","Wii","2009","Shooter","Nintendo",0.43,0.05,0,0.14,0.63,"Exclusive"
"3166",3217,"X-Man","2600","1982","Action","Universal Gamex",0.58,0.04,0,0.01,0.63,"Exclusive"
"3167",3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)","X360","2009","Shooter","Activision",0.34,0.23,0,0.06,0.63,"Non-exclusive"
"3168",3220,"The Sims 3: Generations","PC","2011","Simulation","Electronic Arts",0.4,0.23,0,0,0.63,"Exclusive"
"3169",3221,"The Crew","XOne","2014","Racing","Ubisoft",0.24,0.34,0,0.05,0.63,"Non-exclusive"
"3170",3222,"Battle of Giants: Dragons","DS","2009","Strategy","Ubisoft",0.31,0.25,0,0.06,0.63,"Exclusive"
"3171",3223,"Dragon Quest Monsters Joker 3","3DS","2016","Role-Playing","Square Enix",0,0,0.63,0,0.63,"Exclusive"
"3172",3224,"Sonic & All-Stars Racing Transformed","X360","2012","Racing","Sega",0.2,0.37,0,0.06,0.63,"Non-exclusive"
"3173",3225,"Shin Megami Tensei: Persona 3 FES","PS2","2007","Role-Playing","Tecmo Koei",0.22,0.2,0.16,0.05,0.63,"Exclusive"
"3174",3226,"FIFA Soccer 2002","PS2","2001","Sports","Electronic Arts",0.31,0.24,0,0.08,0.63,"Non-exclusive"
"3175",3227,"Shin Megami Tensei: Persona 3 Portable","PSP","2009","Role-Playing","Ghostlight",0.18,0.06,0.34,0.04,0.63,"Exclusive"
"3176",3228,"Final Fantasy VII International","PS","1997","Role-Playing","Square",0,0,0.59,0.04,0.63,"Exclusive"
"3177",3229,"Tiger Woods PGA Tour 12: The Masters","X360","2011","Sports","Electronic Arts",0.4,0.17,0,0.05,0.63,"Non-exclusive"
"3178",3230,"Okami","PS2","2006","Action","Capcom",0.11,0.03,0.15,0.34,0.63,"Non-exclusive"
"3179",3231,"NHL 2001","PS","2000","Sports","Electronic Arts",0.35,0.24,0,0.04,0.63,"Non-exclusive"
"3180",3232,"World of Zoo","Wii","2009","Simulation","THQ",0.41,0.16,0,0.05,0.63,"Non-exclusive"
"3181",3233,"LEGO Jurassic World","XOne","2015","Action","Warner Bros. Interactive Entertainment",0.35,0.22,0,0.06,0.63,"Non-exclusive"
"3182",3234,"Wet","PS3","2009","Shooter","Bethesda Softworks",0.22,0.27,0.01,0.11,0.63,"Exclusive"
"3183",3235,"MySims Racing","DS","2009","Racing","Electronic Arts",0.26,0.29,0,0.07,0.63,"Non-exclusive"
"3184",3236,"Buzz Lightyear of Star Command","PS","2000","Platform","Activision",0.35,0.24,0,0.04,0.63,"Exclusive"
"3185",3237,"Namco Museum","GC","2002","Misc","Namco Bandai Games",0.48,0.13,0,0.02,0.63,"Non-exclusive"
"3186",3238,"Nobunaga no Yabou: Haouden","SNES","1993","Strategy","Tecmo Koei",0.3,0,0.32,0,0.62,"Exclusive"
"3187",3239,"Virtua Cop","SAT","1995","Shooter","Sega",0,0,0.62,0,0.62,"Exclusive"
"3188",3241,"Tony Hawk's American Wasteland","XB","2005","Sports","Activision",0.4,0.2,0,0.03,0.62,"Non-exclusive"
"3189",3242,"WWF in Your House","PS","1996","Fighting","Acclaim Entertainment",0.35,0.24,0,0.04,0.62,"Exclusive"
"3190",3243,"Prince of Persia: The Forgotten Sands","X360","2010","Action","Ubisoft",0.3,0.26,0,0.06,0.62,"Non-exclusive"
"3191",3244,"Vanquish","PS3","2010","Shooter","Sega",0.21,0.22,0.11,0.09,0.62,"Non-exclusive"
"3192",3245,"Wild ARMs 3","PS2","2002","Role-Playing","Ubisoft",0.16,0.13,0.29,0.04,0.62,"Exclusive"
"3193",3246,"NBA ShootOut '97","PS","1997","Sports","Sony Computer Entertainment",0.35,0.24,0,0.04,0.62,"Exclusive"
"3194",3247,"Sacred 2: Fallen Angel","PS3","2009","Role-Playing","Deep Silver",0.22,0.23,0.08,0.09,0.62,"Non-exclusive"
"3195",3248,"Madden NFL 07","GC","2006","Sports","Electronic Arts",0.48,0.13,0,0.02,0.62,"Non-exclusive"
"3196",3249,"Far Cry 4","PC","2014","Shooter","Ubisoft",0.15,0.42,0,0.05,0.62,"Non-exclusive"
"3197",3250,"Battlezone","2600","1982","Shooter","Atari",0.58,0.03,0,0.01,0.62,"Non-exclusive"
"3198",3251,"Tiger Woods PGA Tour 2004","XB","2003","Sports","Electronic Arts",0.47,0.13,0,0.02,0.62,"Non-exclusive"
"3199",3252,"LEGO Pirates of the Caribbean: The Video Game","3DS","2011","Action","Disney Interactive Studios",0.29,0.28,0,0.06,0.62,"Non-exclusive"
"3200",3253,"Pro Evolution Soccer 2015","PS3","2014","Sports","Konami Digital Entertainment",0.1,0.23,0.22,0.08,0.62,"Non-exclusive"
"3201",3254,"Evolve","XOne","2015","Shooter","Take-Two Interactive",0.36,0.2,0,0.06,0.62,"Non-exclusive"
"3202",3255,"Tak 2: The Staff of Dreams","PS2","2004","Platform","THQ",0.3,0.24,0,0.08,0.62,"Non-exclusive"
"3203",3256,"Dead Island: Riptide","PS3","2013","Action","Deep Silver",0.26,0.2,0.07,0.09,0.62,"Non-exclusive"
"3204",3257,"Warriors Orochi 3","PS3","2011","Action","Ubisoft Annecy",0,0.04,0.57,0.01,0.62,"Non-exclusive"
"3205",3258,"Bolt","DS","2008","Adventure","Disney Interactive Studios",0.35,0.21,0,0.06,0.62,"Non-exclusive"
"3206",3259,"Viewtiful Joe","GC","2003","Action","Capcom",0.38,0.1,0.12,0.02,0.62,"Non-exclusive"
"3207",3260,"The Urbz: Sims in the City","GBA","2004","Simulation","Electronic Arts",0.37,0.22,0,0.03,0.62,"Non-exclusive"
"3208",3261,"Beetle Adventure Racing!","N64","1999","Racing","Electronic Arts",0.4,0.2,0,0.02,0.62,"Exclusive"
"3209",3262,"FIFA Soccer","PSV","2012","Sports","Electronic Arts",0.17,0.34,0.02,0.09,0.62,"Non-exclusive"
"3210",3263,"Disney's 102 Dalmatians: Puppies to the Rescue","PS","2000","Platform","Eidos Interactive",0.34,0.23,0,0.04,0.62,"Exclusive"
"3211",3264,"Wipeout: The Game","DS","2010","Misc","Activision",0.58,0,0,0.04,0.62,"Non-exclusive"
"3212",3265,"Strike Force Bowling","PS2","2004","Sports","Play It",0.3,0.24,0,0.08,0.62,"Non-exclusive"
"3213",3266,"SpongeBob's Atlantis SquarePantis","Wii","2007","Action","THQ",0.57,0.01,0,0.04,0.62,"Non-exclusive"
"3214",3267,"Metal Gear Solid V: Ground Zeroes","PS3","2014","Action","Konami Digital Entertainment",0.14,0.14,0.27,0.06,0.62,"Non-exclusive"
"3215",3268,"Halloween","2600","1982","Action","Wizard Video Games",0.58,0.03,0,0.01,0.62,"Exclusive"
"3216",3269,"Dragon Ball Z: Ultimate Tenkaichi","PS3","2011","Fighting","Namco Bandai Games",0.27,0.18,0.09,0.08,0.62,"Non-exclusive"
"3217",3270,"WWE SmackDown vs. Raw 2010","PSP","2009","Fighting","THQ",0.25,0.23,0,0.14,0.62,"Non-exclusive"
"3218",3271,"Bass Landing","PS","1999","Sports","ASCII Entertainment",0.21,0.14,0.23,0.04,0.62,"Exclusive"
"3219",3272,"XGRA: Extreme G-Racing Association","PS2","2004","Racing","Eidos Interactive",0.3,0.24,0,0.08,0.62,"Exclusive"
"3220",3273,"Mario's Picross","GB","1995","Puzzle","Nintendo",0,0,0.62,0,0.62,"Exclusive"
"3221",3274,"Pac-Man Player's Choice Bundle","GC","2003","Misc","Namco Bandai Games",0.48,0.12,0,0.02,0.62,"Exclusive"
"3222",3275,"Rocksmith 2014","PS4","2014","Misc","Ubisoft",0.34,0.17,0,0.11,0.62,"Non-exclusive"
"3223",3276,"Fighters MEGAMiX","SAT","1996","Fighting","Sega",0,0,0.62,0,0.62,"Exclusive"
"3224",3277,"Bahamut Lagoon","SNES","1996","Role-Playing","SquareSoft",0,0,0.62,0,0.62,"Exclusive"
"3225",3278,"Wall-E","X360","2008","Platform","THQ",0.29,0.26,0,0.07,0.62,"Non-exclusive"
"3226",3279,"Tomb Raider III: Adventures of Lara Croft","PC","1998","Action","Eidos Interactive",0.59,0.03,0,0,0.62,"Non-exclusive"
"3227",3280,"Toshochu: Run for Money","3DS","2012","Adventure","Namco Bandai Games",0,0,0.62,0,0.62,"Exclusive"
"3228",3281,"Dragon Quest Monsters: Joker 2 Professional","DS","2011","Role-Playing","Square Enix",0,0,0.62,0,0.62,"Exclusive"
"3229",3282,"NFL Quarterback Club 99","N64","1998","Sports","Acclaim Entertainment",0.59,0.02,0,0,0.62,"Exclusive"
"3230",3283,"Super Robot Taisen ë± Gaiden","PS","2001","Strategy","Banpresto",0,0,0.58,0.04,0.62,"Exclusive"
"3231",3284,"Formula 1: Championship Edition","PS3","2006","Racing","Sony Computer Entertainment",0,0.57,0.04,0,0.61,"Exclusive"
"3232",3285,"Muramasa: The Demon Blade","Wii","2009","Role-Playing","Rising Star Games",0.33,0.13,0.11,0.04,0.61,"Non-exclusive"
"3233",3286,"NBA 2K9","PS3","2008","Sports","Take-Two Interactive",0.56,0,0,0.05,0.61,"Non-exclusive"
"3234",3287,"SingStar Singalong With Disney","PS2","2008","Misc","Sony Computer Entertainment",0,0.04,0,0.57,0.61,"Exclusive"
"3235",3288,"NHL 16","PS4","2015","Sports","Electronic Arts",0.35,0.15,0,0.11,0.61,"Non-exclusive"
"3236",3289,"Plants vs. Zombies: Garden Warfare","PS4","2014","Shooter","Electronic Arts",0.21,0.29,0.01,0.11,0.61,"Non-exclusive"
"3237",3290,"NFL Fever 2003","XB","2002","Sports","Microsoft Game Studios",0.46,0.13,0,0.02,0.61,"Exclusive"
"3238",3291,"Samurai Warriors 2","PS2","2006","Action","Tecmo Koei",0.02,0.02,0.57,0.01,0.61,"Non-exclusive"
"3239",3292,"Dynasty Warriors 8","PS3","2013","Action","Tecmo Koei",0.12,0.11,0.34,0.05,0.61,"Non-exclusive"
"3240",3293,"Disney Sing It: Family Hits","Wii","2010","Misc","Disney Interactive Studios",0.39,0.18,0,0.05,0.61,"Non-exclusive"
"3241",3294,"2 Games in 1: Sonic Battle & ChuChu Rocket!","GBA","2005","Misc","THQ",0.44,0.16,0,0.01,0.61,"Exclusive"
"3242",3295,"Robotech: Battlecry","PS2","2002","Shooter","TDK Mediactive",0.3,0.23,0,0.08,0.61,"Non-exclusive"
"3243",3296,"Dora the Explorer: Super Spies","GBA","2004","Platform","Gotham Games",0.44,0.16,0,0.01,0.61,"Exclusive"
"3244",3297,"New Carnival Games","Wii","2010","Misc","Take-Two Interactive",0.35,0.21,0,0.05,0.61,"Non-exclusive"
"3245",3298,"Tony Hawk: RIDE","X360","2009","Sports","Activision",0.46,0.1,0,0.05,0.61,"Non-exclusive"
"3246",3299,"Just Dance 2014","WiiU","2013","Misc","Ubisoft",0.33,0.23,0,0.05,0.61,"Non-exclusive"
"3247",3300,"Cooking Mama 4: Kitchen Magic!","3DS","2011","Simulation","505 Games",0.5,0.07,0,0.04,0.61,"Exclusive"
"3248",3301,"Texas Hold 'Em Poker","GBA","2004","Misc","Majesco Entertainment",0.44,0.16,0,0.01,0.61,"Exclusive"
"3249",3302,"Time Crisis 3","PS2","2003","Shooter","Namco Bandai Games",0.3,0.23,0,0.08,0.61,"Exclusive"
"3250",3303,"Cabela's Monster Buck Hunter","Wii","2010","Sports","Activision",0.58,0,0,0.03,0.61,"Exclusive"
"3251",3304,"Ganbaru Watashi no Kakei Diary","DS","2007","Misc","Nintendo",0,0,0.61,0,0.61,"Exclusive"
"3252",3305,"pro evolution soccer 2011","X360","2010","Sports","Konami Digital Entertainment",0.09,0.44,0,0.07,0.61,"Non-exclusive"
"3253",3306,"New Play Control! Donkey Kong Jungle Beat","Wii","2008","Platform","Nintendo",0.24,0.17,0.14,0.05,0.61,"Exclusive"
"3254",3307,"Small Soldiers","PS","1998","Platform","Electronic Arts",0.34,0.23,0,0.04,0.61,"Exclusive"
"3255",3308,"Yakuza: Dead Souls","PS3","2011","Shooter","Sega",0.09,0.07,0.42,0.03,0.61,"Exclusive"
"3256",3309,"Littlest Pet Shop: Garden","DS","2008","Simulation","Electronic Arts",0.31,0.24,0,0.06,0.61,"Exclusive"
"3257",3310,"Half-Life 2","XB","2005","Shooter","Electronic Arts",0.37,0.21,0,0.03,0.61,"Non-exclusive"
"3258",3311,"Duke Nukem: Total Meltdown","PS","1997","Shooter","GT Interactive",0.34,0.23,0,0.04,0.61,"Exclusive"
"3259",3312,"Pac-Man Party","Wii","2010","Misc","Namco Bandai Games",0.47,0.09,0.01,0.04,0.61,"Exclusive"
"3260",3313,"Jak and Daxter: The Lost Frontier","PSP","2009","Platform","Sony Computer Entertainment",0.18,0.27,0,0.15,0.61,"Non-exclusive"
"3261",3314,"Major League Baseball 2K8","X360","2008","Sports","Bethesda Softworks",0.56,0,0,0.05,0.61,"Non-exclusive"
"3262",3315,"SimCity DS","DS","2007","Simulation","Electronic Arts",0.33,0.03,0.21,0.03,0.61,"Exclusive"
"3263",3316,"Major League Baseball 2K9","X360","2009","Sports","Spike",0.56,0,0,0.05,0.61,"Non-exclusive"
"3264",3317,"Petz: Dogz Pack","DS","2008","Simulation","Ubisoft",0.56,0,0,0.05,0.61,"Exclusive"
"3265",3318,"Split/Second","X360","2010","Racing","Disney Interactive Studios",0.32,0.23,0,0.06,0.61,"Non-exclusive"
"3266",3319,"Final Fantasy IV Advance","GBA","2005","Role-Playing","Nintendo",0.27,0.1,0.22,0.01,0.61,"Exclusive"
"3267",3320,"Madden NFL 2003","GBA","2002","Sports","Electronic Arts",0.44,0.16,0,0.01,0.61,"Non-exclusive"
"3268",3321,"Tomb Raider Chronicles","PS","1999","Action","Eidos Interactive",0.34,0.23,0,0.04,0.61,"Exclusive"
"3269",3322,"Harry Potter and the Goblet of Fire","GBA","2005","Action","Electronic Arts",0.44,0.16,0,0.01,0.61,"Non-exclusive"
"3270",3323,"Dragon Ball Z: Buu's Fury","GBA","2004","Action","Atari",0.44,0.16,0,0.01,0.61,"Exclusive"
"3271",3324,"Madden NFL 2002","GC","2001","Sports","Electronic Arts",0.47,0.12,0,0.02,0.61,"Non-exclusive"
"3272",3325,"Guitar Hero: Smash Hits","Wii","2009","Misc","Activision",0.33,0.21,0,0.06,0.61,"Non-exclusive"
"3273",3326,"Disney TH!NK Fast: The Ultimate Trivia Showdown","Wii","2008","Misc","Disney Interactive Studios",0.37,0.16,0.01,0.06,0.61,"Non-exclusive"
"3274",3327,"Spider-Man: Mysterio's Menace","GBA","2001","Action","Activision",0.43,0.16,0,0.01,0.61,"Exclusive"
"3275",3328,"Madden NFL 2000","N64","1999","Sports","Electronic Arts",0.58,0.02,0,0,0.61,"Non-exclusive"
"3276",3329,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)","X360","2007","Action","Activision",0.51,0.05,0,0.05,0.61,"Non-exclusive"
"3277",3330,"Game & Watch Gallery 4","GBA","2002","Misc","Nintendo",0.43,0.16,0,0.01,0.61,"Exclusive"
"3278",3331,"Littlest Pet Shop: Jungle","DS","2008","Simulation","Electronic Arts",0.34,0.2,0,0.06,0.61,"Exclusive"
"3279",3332,"Naruto: Ultimate Ninja","PS2","2003","Fighting","Atari",0.5,0.02,0,0.08,0.61,"Exclusive"
"3280",3333,"Fighters Uncaged","X360","2010","Fighting","Ubisoft",0.31,0.24,0,0.06,0.61,"Exclusive"
"3281",3334,"Call of Juarez: Bound in Blood","X360","2009","Shooter","Ubisoft",0.3,0.24,0,0.06,0.61,"Non-exclusive"
"3282",3335,"New Play Control! Pikmin 2","Wii","2009","Strategy","Nintendo",0.11,0.14,0.33,0.02,0.6,"Exclusive"
"3283",3336,"Tony Hawk's Underground","GBA","2003","Sports","Activision",0.43,0.16,0,0.01,0.6,"Non-exclusive"
"3284",3337,"Hot Shots Golf: World Invitational","PSV","2011","Sports","Sony Computer Entertainment",0.19,0.11,0.25,0.06,0.6,"Non-exclusive"
"3285",3338,"Monster Trucks","GBA","2004","Racing","Majesco Entertainment",0.43,0.16,0,0.01,0.6,"Exclusive"
"3286",3339,"Shadow The Hedgehog","PS2","2005","Platform","Sega",0.5,0.02,0,0.08,0.6,"Non-exclusive"
"3287",3340,"Wave Race: Blue Storm","GC","2001","Racing","Nintendo",0.4,0.1,0.09,0.02,0.6,"Exclusive"
"3288",3341,"Backyard Wrestling: Don't Try This at Home","PS2","2003","Fighting","Eidos Interactive",0.3,0.23,0,0.08,0.6,"Non-exclusive"
"3289",3342,"Fight Night Round 2","XB","2005","Fighting","Electronic Arts",0.42,0.16,0,0.02,0.6,"Non-exclusive"
"3290",3343,"MonHun Nikki: Poka Poka Ailu Mura","PSP","2010","Role-Playing","Capcom",0,0,0.6,0,0.6,"Exclusive"
"3291",3344,"The Golden Compass","DS","2007","Action","Sega",0.28,0.25,0,0.06,0.6,"Non-exclusive"
"3292",3345,"NBA 2K8","PS2","2007","Sports","Take-Two Interactive",0.5,0.02,0,0.08,0.6,"Non-exclusive"
"3293",3346,"Phineas and Ferb: Across the 2nd Dimension","Wii","2011","Action","Disney Interactive Studios",0.36,0.19,0,0.05,0.6,"Non-exclusive"
"3294",3347,"Disney Infinity","WiiU","2013","Action","Disney Interactive Studios",0.33,0.22,0,0.05,0.6,"Non-exclusive"
"3295",3349,"WarioWare D.I.Y.","DS","2009","Misc","Nintendo",0.18,0.19,0.2,0.04,0.6,"Exclusive"
"3296",3350,"Tony Hawk: RIDE","PS3","2009","Sports","Activision",0.38,0.15,0,0.08,0.6,"Non-exclusive"
"3297",3351,"LEGO Jurassic World","3DS","2015","Action","Warner Bros. Interactive Entertainment",0.31,0.22,0.03,0.05,0.6,"Non-exclusive"
"3298",3352,"Alice: Madness Returns","PS3","2011","Adventure","Electronic Arts",0.22,0.25,0.04,0.09,0.6,"Non-exclusive"
"3299",3353,"LEGO The Hobbit","PS4","2014","Action","Warner Bros. Interactive Entertainment",0.12,0.37,0,0.1,0.6,"Non-exclusive"
"3300",3354,"Suikoden","PS","1995","Role-Playing","Konami Digital Entertainment",0.21,0.14,0.21,0.04,0.6,"Exclusive"
"3301",3355,"Secret Agent Clank","PS2","2009","Platform","Sony Computer Entertainment",0.13,0.18,0,0.29,0.6,"Non-exclusive"
"3302",3356,"Rayman Arena","PS2","2001","Racing","Ubisoft",0.29,0.23,0,0.08,0.6,"Non-exclusive"
"3303",3357,"Avatar: The Game","PSP","2009","Action","Ubisoft",0.22,0.24,0,0.14,0.6,"Non-exclusive"
"3304",3358,"Jaws Unleashed","PS2","2006","Action","THQ",0.5,0.02,0,0.08,0.6,"Non-exclusive"
"3305",3359,"Puyo Puyo Sun","SAT","1997","Puzzle","Compile",0,0,0.6,0,0.6,"Exclusive"
"3306",3360,"Half-Life","PS2","2001","Shooter","Vivendi Games",0.29,0.23,0,0.08,0.6,"Non-exclusive"
"3307",3361,"Tomb Raider (2013)","XOne","2014","Action","Square Enix",0.34,0.21,0,0.05,0.6,"Non-exclusive"
"3308",3362,"Mickey's Speedway USA","N64","2000","Racing","Nintendo",0.37,0.08,0.14,0.01,0.6,"Exclusive"
"3309",3363,"International Superstar Soccer 64","N64","1997","Sports","Konami Digital Entertainment",0.09,0.26,0.23,0.02,0.6,"Exclusive"
"3310",3364,"Skylanders SWAP Force","WiiU","2013","Platform","Activision",0.4,0.15,0,0.06,0.6,"Non-exclusive"
"3311",3365,"NASCAR Heat 2002","PS2","2001","Racing","Infogrames",0.29,0.23,0,0.08,0.6,"Non-exclusive"
"3312",3366,"Disney Sing It! High School Musical 3: Senior Year","Wii","2008","Misc","Disney Interactive Studios",0.32,0.23,0,0.04,0.6,"Non-exclusive"
"3313",3367,"From TV Animation One Piece: Grand Battle 2","PS","2002","Fighting","Namco Bandai Games",0,0,0.56,0.04,0.6,"Exclusive"
"3314",3368,"BeatMania Append 3rdMix","PS","1998","Simulation","Konami Digital Entertainment",0,0,0.56,0.04,0.6,"Exclusive"
"3315",3369,"PGR3 - Project Gotham Racing 3","X360","2005","Racing","Microsoft Game Studios",0.49,0.03,0.03,0.05,0.6,"Exclusive"
"3316",3370,"XCOM: Enemy Unknown","PS3","2012","Strategy","Take-Two Interactive",0.24,0.25,0,0.11,0.6,"Non-exclusive"
"3317",3371,"Blur","X360","2010","Racing","Activision",0.25,0.28,0,0.06,0.6,"Non-exclusive"
"3318",3372,"Xena: Warrior Princess","PS","1998","Adventure","Electronic Arts",0.33,0.23,0,0.04,0.6,"Exclusive"
"3319",3373,"Scribblenauts: Unlimited","3DS","2012","Action","Warner Bros. Interactive Entertainment",0.55,0.01,0,0.04,0.6,"Non-exclusive"
"3320",3374,"Front Mission","SNES","1995","Strategy","SquareSoft",0,0,0.6,0,0.6,"Non-exclusive"
"3321",3375,"NHL 11","PS3","2010","Sports","Electronic Arts",0.4,0.13,0,0.07,0.6,"Non-exclusive"
"3322",3376,"Kinect Rush: A Disney Pixar Adventure","X360","2012","Adventure","Microsoft Game Studios",0.38,0.16,0,0.05,0.6,"Exclusive"
"3323",3377,"Monopoly","X360","2008","Misc","Electronic Arts",0.34,0.2,0,0.06,0.6,"Non-exclusive"
"3324",3378,"Disney Infinity 2.0: Marvel Super Heroes","PS4","2014","Action","Disney Interactive Studios",0.26,0.24,0,0.1,0.6,"Non-exclusive"
"3325",3379,"Major League Baseball 2K7","PS2","2007","Sports","Spike",0.29,0.23,0,0.08,0.6,"Non-exclusive"
"3326",3380,"Asphalt: Urban GT","DS","2004","Racing","Ubisoft",0.31,0.22,0,0.06,0.6,"Exclusive"
"3327",3381,"The Fight: Lights Out","PS3","2010","Fighting","Sony Computer Entertainment",0.29,0.22,0,0.09,0.6,"Exclusive"
"3328",3382,"Dai-2-Ji Super Robot Taisen ë±","PS2","2003","Strategy","Banpresto",0,0,0.6,0,0.6,"Exclusive"
"3329",3383,"Pokemon Trozei!","DS","2005","Puzzle","Nintendo",0.26,0,0.31,0.02,0.6,"Exclusive"
"3330",3384,"Dead Space","PC","2008","Action","Electronic Arts",0,0.53,0,0.06,0.59,"Non-exclusive"
"3331",3385,"Hot Wheels: Stunt Track Challenge","PS2","2004","Racing","THQ",0.29,0.23,0,0.08,0.59,"Non-exclusive"
"3332",3386,"Rayman Origins","PSV","2012","Platform","Ubisoft",0.13,0.35,0,0.11,0.59,"Non-exclusive"
"3333",3387,"London 2012: The Official Video Game of the Olympic Games","X360","2012","Sports","Sega",0.07,0.46,0,0.07,0.59,"Non-exclusive"
"3334",3388,"Beijing 2008","X360","2008","Sports","Sega",0.15,0.38,0,0.07,0.59,"Non-exclusive"
"3335",3389,"Dai-3-Ji Super Robot Taisen ë±: Shuuen no Ginga e","PS2","2005","Strategy","Banpresto",0,0,0.59,0,0.59,"Exclusive"
"3336",3390,"Jeopardy!","Wii","2010","Misc","THQ",0.56,0,0,0.03,0.59,"Non-exclusive"
"3337",3391,"Jikkyou Powerful Pro Yakyuu '97 Kaimakuban","PS","1997","Sports","Konami Digital Entertainment",0,0,0.56,0.04,0.59,"Exclusive"
"3338",3392,"Assassin's Creed: Brotherhood","PC","2011","Action","Ubisoft",0.15,0.34,0,0.1,0.59,"Non-exclusive"
"3339",3393,"CyberTiger","PS","1998","Sports","Electronic Arts",0.33,0.22,0,0.04,0.59,"Non-exclusive"
"3340",3394,"Jampack Fall 2001","PS","2001","Misc","Sony Computer Entertainment",0.33,0.22,0,0.04,0.59,"Exclusive"
"3341",3395,"Medal of Honor: Frontline","GC","2002","Shooter","Electronic Arts",0.46,0.12,0,0.02,0.59,"Non-exclusive"
"3342",3396,"Final Fantasy: The 4 Heroes of Light","DS","2009","Role-Playing","Square Enix",0.23,0.11,0.23,0.03,0.59,"Exclusive"
"3343",3397,"Iron Man","Wii","2008","Action","Sega",0.31,0.22,0,0.06,0.59,"Non-exclusive"
"3344",3398,"Kane & Lynch 2: Dog Days","PS3","2010","Shooter","Square Enix",0.17,0.28,0.05,0.1,0.59,"Non-exclusive"
"3345",3399,"NFL Blitz 2001","PS","2000","Sports","Midway Games",0.33,0.22,0,0.04,0.59,"Non-exclusive"
"3346",3400,"Total War: Shogun 2","PC","2011","Strategy","Sega",0.19,0.31,0,0.09,0.59,"Exclusive"
"3347",3401,"Jikkyou Powerful Pro Yakyuu '98 Kaimakuban","PS","1998","Sports","Konami Digital Entertainment",0,0,0.55,0.04,0.59,"Exclusive"
"3348",3402,"Rock Band 2","PS2","2008","Misc","MTV Games",0.29,0.23,0,0.08,0.59,"Non-exclusive"
"3349",3403,"Yakuza 5","PS3","2012","Action","Sega",0,0,0.59,0,0.59,"Exclusive"
